symbol,name,action,category,strategy,confidence,latest_close,support,resistance,target,stoploss,buy_zone,date,rsi,bb_upper,bb_lower,rationale,fundamentals_score,fundamentals_label,fundamentals_details,status,closed_at,days_to_target
DISHTV,DISHTV,BUY,Stocks,bollinger_rsi,0.5,4.369999885559082,,,4.501099882125855,4.238899888992309,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-21,1.0
EMAMIREAL,EMAMIREAL,BUY,Stocks,bollinger_rsi,0.5,93.94000244140624,,,96.75820251464845,91.12180236816404,,2025-10-20,,,,,,,,,,
FEDERALBNK,FEDERALBNK,SELL,Stocks,bollinger_rsi,0.5,228.25,,,235.0975,221.4025,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
FEL,FEL,BUY,Stocks,bollinger_rsi,0.5,0.4900000095367431,,,0.5047000098228455,0.4753000092506408,,2025-10-20,,,,,,,,,,
FILATFASH,FILATFASH,BUY,Stocks,bollinger_rsi,0.5,0.4900000095367431,,,0.5047000098228455,0.4753000092506408,,2025-10-20,,,,,,,,,,
FLFL,FLFL,BUY,Stocks,bollinger_rsi,0.5,1.3300000429153442,,,1.3699000442028046,1.2901000416278838,,2025-10-20,,,,,,,,,,
GENUSPAPER,GENUSPAPER,BUY,Stocks,bollinger_rsi,0.5,16.0,,,16.48,15.52,,2025-10-20,,,,,,,,,,
GFLLIMITED,GFLLIMITED,SELL,Stocks,bollinger_rsi,0.5,71.13999938964844,,,73.27419937133789,69.00579940795899,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
GHCL,GHCL,SELL,Stocks,bollinger_rsi,0.5,651.0999755859375,,,670.6329748535156,631.5669763183594,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
GMBREW,GMBREW,SELL,Stocks,bollinger_rsi,0.5,1152.6500244140625,,,1187.2295251464843,1118.070523681641,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
GODREJPROP,GODREJPROP,SELL,Stocks,bollinger_rsi,0.5,2285.39990234375,,,2353.9618994140624,2216.8379052734376,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
GOENKA,GOENKA,SELL,Stocks,bollinger_rsi,0.5,1.2599999904632568,,,1.2977999901771546,1.222199990749359,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
GUJRAFFIA,GUJRAFFIA,SELL,Stocks,bollinger_rsi,0.5,71.08000183105469,,,73.21240188598632,68.94760177612305,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
HCG,HCG,SELL,Stocks,bollinger_rsi,0.5,732.0,,,753.96,710.04,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
HDFCBANK,HDFCBANK,SELL,Stocks,bollinger_rsi,0.5,1005.1500244140624,,,1035.3045251464844,974.9955236816404,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
HUHTAMAKI,HUHTAMAKI,SELL,Stocks,bollinger_rsi,0.5,262.9700012207031,,,270.8591012573242,255.080901184082,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
HYBRIDFIN,HYBRIDFIN,SELL,Stocks,bollinger_rsi,0.5,27.51000022888184,,,28.335300235748296,26.684700222015383,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
INDIANB,INDIANB,SELL,Stocks,bollinger_rsi,0.5,814.7999877929688,,,839.2439874267578,790.3559881591797,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
INDORAMA,INDORAMA,SELL,Stocks,bollinger_rsi,0.5,69.5,,,71.58500000000001,67.41499999999999,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
INDOUS,INDOUS,BUY,Stocks,bollinger_rsi,0.5,120.3000030517578,,,123.90900314331054,116.69100296020504,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-21,1.0
INSPIRISYS,INSPIRISYS,BUY,Stocks,bollinger_rsi,0.5,87.5,,,90.125,84.875,,2025-10-20,,,,,,,,,,
JINDALSAW,JINDALSAW,BUY,Stocks,bollinger_rsi,0.5,184.8999938964844,,,190.44699371337893,179.35299407958988,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-21,1.0
JINDRILL,JINDRILL,BUY,Stocks,bollinger_rsi,0.5,544.5,,,560.835,528.165,,2025-10-20,,,,,,,,,,
JKTYRE,JKTYRE,SELL,Stocks,bollinger_rsi,0.5,417.5,,,430.025,404.975,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
KARURVYSYA,KARURVYSYA,SELL,Stocks,bollinger_rsi,0.5,239.27999877929688,,,246.4583987426758,232.10159881591795,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
KICL,KICL,SELL,Stocks,bollinger_rsi,0.5,5642.7998046875,,,5812.0837988281255,5473.5158105468745,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
KOTAKBANK,KOTAKBANK,SELL,Stocks,bollinger_rsi,0.5,2206.39990234375,,,2272.5918994140625,2140.207905273437,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
LATTEYS,LATTEYS,SELL,Stocks,bollinger_rsi,0.5,27.0,,,27.81,26.19,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
LORDSCHLO,LORDSCHLO,SELL,Stocks,bollinger_rsi,0.5,221.0,,,227.63,214.37,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
MADRASFERT,MADRASFERT,BUY,Stocks,bollinger_rsi,0.5,80.5,,,82.915,78.085,,2025-10-20,,,,,,,,,,
MASTEK,MASTEK,BUY,Stocks,bollinger_rsi,0.5,2048.699951171875,,,2110.1609497070312,1987.2389526367188,,2025-10-20,,,,,,,,,,
MCLOUD,MCLOUD,BUY,Stocks,bollinger_rsi,0.5,58.81999969482422,,,60.58459968566895,57.05539970397949,,2025-10-20,,,,,,,,,,
MTARTECH,MTARTECH,SELL,Stocks,bollinger_rsi,0.5,2201.199951171875,,,2267.2359497070315,2135.1639526367185,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
MTNL,MTNL,BUY,Stocks,bollinger_rsi,0.5,41.2599983215332,,,42.4977982711792,40.02219837188721,,2025-10-20,,,,,,,,,,
MUFIN,MUFIN,SELL,Stocks,bollinger_rsi,0.5,98.91999816894533,,,101.88759811401368,95.95239822387695,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
MUTHOOTCAP,MUTHOOTCAP,BUY,Stocks,bollinger_rsi,0.5,255.9499969482422,,,263.6284968566895,248.27149703979487,,2025-10-20,,,,,,,,,,
NAM-INDIA,NAM-INDIA,SELL,Stocks,bollinger_rsi,0.5,941.0999755859376,,,969.3329748535158,912.8669763183594,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
NESTLEIND,NESTLEIND,SELL,Stocks,bollinger_rsi,0.5,1285.300048828125,,,1323.8590502929687,1246.7410473632813,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
NETWORK18,NETWORK18,BUY,Stocks,bollinger_rsi,0.5,48.86000061035156,,,50.32580062866211,47.39420059204102,,2025-10-20,,,,,,,,,,
NIVABUPA,NIVABUPA,BUY,Stocks,bollinger_rsi,0.5,74.36000061035156,,,76.59080062866211,72.12920059204102,,2025-10-20,,,,,,,,,,
NSIL,NSIL,SELL,Stocks,bollinger_rsi,0.5,8295.0,,,8543.85,8046.15,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
NURECA,NURECA,SELL,Stocks,bollinger_rsi,0.5,328.5400085449219,,,338.39620880126955,318.6838082885742,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
ORTEL,ORTEL,SELL,Stocks,bollinger_rsi,0.5,1.950000047683716,,,2.0085000491142275,1.8915000462532048,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
PASHUPATI,PASHUPATI,SELL,Stocks,bollinger_rsi,0.5,755.75,,,778.4225,733.0775,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
PILANIINVS,PILANIINVS,SELL,Stocks,bollinger_rsi,0.5,5839.5,,,6014.685,5664.315,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
PRIVISCL,PRIVISCL,SELL,Stocks,bollinger_rsi,0.5,2875.0,,,2961.25,2788.75,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
RADICO,RADICO,SELL,Stocks,bollinger_rsi,0.5,3231.699951171875,,,3328.6509497070315,3134.7489526367185,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
RAJRATAN,RAJRATAN,SELL,Stocks,bollinger_rsi,0.5,365.0,,,375.95,354.05,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
RALLIS,RALLIS,BUY,Stocks,bollinger_rsi,0.5,285.5,,,294.065,276.935,,2025-10-20,,,,,,,,,,
RBLBANK,RBLBANK,SELL,Stocks,bollinger_rsi,0.5,324.95001220703125,,,334.69851257324217,315.2015118408204,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
RELIANCE,RELIANCE,SELL,Stocks,bollinger_rsi,0.5,1467.800048828125,,,1511.8340502929689,1423.7660473632811,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
ROLTA,ROLTA,BUY,Stocks,bollinger_rsi,0.5,1.7599999904632568,,,1.8127999901771543,1.7071999907493591,,2025-10-20,,,,,,,,,,
SARVESHWAR,SARVESHWAR,BUY,Stocks,bollinger_rsi,0.5,5.190000057220459,,,5.345700058937073,5.034300055503845,,2025-10-20,,,,,,,,,,
SBIN,SBIN,SELL,Stocks,bollinger_rsi,0.5,907.1500244140624,,,934.3645251464844,879.9355236816405,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
SELMC,SELMC,SELL,Stocks,bollinger_rsi,0.5,39.34000015258789,,,40.520200157165526,38.159800148010255,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
SHAREINDIA,SHAREINDIA,SELL,Stocks,bollinger_rsi,0.5,204.13999938964844,,,210.2641993713379,198.01579940795887,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
SHIVAMILLS,SHIVAMILLS,BUY,Stocks,bollinger_rsi,0.5,64.0,,,65.92,62.08,,2025-10-20,,,,,,,,,,
SILINV,SILINV,SELL,Stocks,bollinger_rsi,0.5,682.25,,,702.7175,661.7825,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
SKFINDIA,SKFINDIA,BUY,Stocks,bollinger_rsi,0.5,2208.89990234375,,,2275.1668994140628,2142.632905273437,,2025-10-20,,,,,,,,,,
SMLISUZU,SMLISUZU,BUY,Stocks,bollinger_rsi,0.5,2806.699951171875,,,2890.9009497070315,2722.4989526367185,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-21,1.0
SOMATEX,SOMATEX,SELL,Stocks,bollinger_rsi,0.5,93.5,,,96.305,90.695,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
SOUTHBANK,SOUTHBANK,SELL,Stocks,bollinger_rsi,0.5,38.2400016784668,,,39.3872017288208,37.0928016281128,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
SWSOLAR,SWSOLAR,BUY,Stocks,bollinger_rsi,0.5,224.759994506836,,,231.50279434204103,218.01719467163088,,2025-10-20,,,,,,,,,,
TATVA,TATVA,SELL,Stocks,bollinger_rsi,0.5,1365.0,,,1405.95,1324.05,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
TEJASNET,TEJASNET,BUY,Stocks,bollinger_rsi,0.5,540.7999877929688,,,557.0239874267578,524.5759881591797,,2025-10-20,,,,,,,,,,
TPLPLASTEH,TPLPLASTEH,BUY,Stocks,bollinger_rsi,0.5,67.0,,,69.01,64.99,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-21,1.0
TVSHLTD,TVSHLTD,SELL,Stocks,bollinger_rsi,0.5,14830.0,,,15274.9,14385.1,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
TVSMOTOR,TVSMOTOR,SELL,Stocks,bollinger_rsi,0.5,3642.0,,,3751.26,3532.74,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
VAISHALI,VAISHALI,BUY,Stocks,bollinger_rsi,0.5,10.220000267028809,,,10.526600275039671,9.913400259017944,,2025-10-20,,,,,,,,,,
WANBURY,WANBURY,BUY,Stocks,bollinger_rsi,0.5,224.5,,,231.235,217.765,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-21,1.0
WELINV,WELINV,SELL,Stocks,bollinger_rsi,0.5,1171.5,,,1206.645,1136.355,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
XELPMOC,XELPMOC,SELL,Stocks,bollinger_rsi,0.5,135.6699981689453,,,139.74009811401368,131.59989822387695,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-20,0.0
ZEEL,ZEEL,BUY,Stocks,bollinger_rsi,0.5,103.87999725341795,,,106.99639717102048,100.76359733581542,,2025-10-20,,,,,,,,,,
ZEEMEDIA,ZEEMEDIA,BUY,Stocks,bollinger_rsi,0.5,10.15999984741211,,,10.464799842834474,9.855199851989743,,2025-10-20,,,,,,,,TARGET_HIT,2025-10-21,1.0
ZIMLAB,ZIMLAB,BUY,Stocks,bollinger_rsi,0.5,68.16999816894531,,,70.21509811401367,66.12489822387695,,2025-10-20,,,,,,,,,,
AARVEEDEN,AARVEEDEN,BUY,Stocks,bollinger_rsi,0.784,143.47999572753906,141.0,196.95,149.01,139.18,,2025-10-17,31.7,176.1,138.57,RSI oversold or price at/lower Bollinger band,0.66,Better,"{""yf_symbol"":""AARVEEDEN.NS"",""trailingPE"":18.556374,""forwardPE"":null,""priceToBook"":9.94222,""marketCap"":3901236224,""epsTrailingTwelveMonths"":8.16,""totalRevenue"":283696992,""fetched_at"":""2025-10-20T15:33:30.017383+00:00""}",,,
BARBEQUE,BARBEQUE,STRONG BUY,Stocks,bollinger_rsi,0.999,215.2700042724609,212.5,276.7,224.95,208.81,,2025-10-17,27.21,241.47,214.97,RSI oversold and price at/lower Bollinger band,0.53,Better,"{""yf_symbol"":""BARBEQUE.NS"",""trailingPE"":null,""forwardPE"":-2248.7,""priceToBook"":2.4214199,""marketCap"":8847742976,""epsTrailingTwelveMonths"":-10.06,""totalRevenue"":12243409920,""fetched_at"":""2025-10-20T15:33:52.119591+00:00""}",,,
INFOMEDIA,INFOMEDIA,SELL,Stocks,bollinger_rsi,0.774,8.050000190734863,5.79,8.05,7.74,8.29,,2025-10-17,73.37,8.42,6.02,RSI overbought or price at/above Bollinger upper band,0.65,Better,"{""yf_symbol"":""INFOMEDIA.NS"",""trailingPE"":null,""forwardPE"":null,""priceToBook"":-0.6668324,""marketCap"":404063104,""epsTrailingTwelveMonths"":-0.45,""totalRevenue"":5893000,""fetched_at"":""2025-10-20T15:34:57.134950+00:00""}",TARGET_HIT,2025-10-17,0.0
KALYANI,KALYANI,BUY,Stocks,bollinger_rsi,0.4,138.08999633789062,138.09,138.09,141.82,133.95,,2025-10-17,100.0,138.09,138.09,RSI oversold or price at/lower Bollinger band,0.8500000000000001,Best,"{""yf_symbol"":""KALYANI.NS"",""trailingPE"":5.9215264,""forwardPE"":null,""priceToBook"":null,""marketCap"":138090000,""epsTrailingTwelveMonths"":23.32,""totalRevenue"":null,""fetched_at"":""2025-10-20T15:35:06.556328+00:00""}",,,
360ONE,360ONE,STRONG SELL,Stocks,bollinger_rsi,0.999,1187.4000244140625,996.8,1194.8,1134.0,1223.02,,2025-10-20,74.31,1190.1,966.7,RSI overbought and price at/above Bollinger upper band,0.36,Bad,"{""yf_symbol"":""360ONE.NS"",""trailingPE"":42.857662,""forwardPE"":37.24583,""priceToBook"":5.119386,""marketCap"":478953046016,""epsTrailingTwelveMonths"":27.61,""totalRevenue"":39434399744,""fetched_at"":""2025-10-20T15:33:27.836790+00:00""}",,,
3IINFOLTD,3IINFOLTD,BUY,Stocks,bollinger_rsi,0.773,19.11000061035156,18.96,26.4,19.84,18.54,,2025-10-20,29.15,23.69,17.97,RSI oversold or price at/lower Bollinger band,0.94,Best,"{""yf_symbol"":""3IINFOLTD.NS"",""trailingPE"":8.219828,""forwardPE"":null,""priceToBook"":1.0513259,""marketCap"":3415779072,""epsTrailingTwelveMonths"":2.32,""totalRevenue"":7165599744,""fetched_at"":""2025-10-20T15:33:28.052576+00:00""}",,,
3PLAND,3PLAND,BUY,Stocks,bollinger_rsi,0.784,41.93000030517578,39.8,52.9,43.54,40.67,,2025-10-20,39.41,46.43,40.51,RSI oversold or price at/lower Bollinger band,0.5,Better,"{""yf_symbol"":""3PLAND.NS"",""trailingPE"":null,""forwardPE"":null,""priceToBook"":null,""marketCap"":null,""epsTrailingTwelveMonths"":null,""totalRevenue"":null,""fetched_at"":""2025-10-20T15:33:28.319841+00:00""}",,,
5PAISA,5PAISA,BUY,Stocks,bollinger_rsi,0.787,313.8999938964844,311.0,397.0,326.02,304.48,,2025-10-20,22.56,375.35,304.89,RSI oversold or price at/lower Bollinger band,0.74,Better,"{""yf_symbol"":""5PAISA.NS"",""trailingPE"":20.637384,""forwardPE"":20.158066,""priceToBook"":1.5559098,""marketCap"":9770093568,""epsTrailingTwelveMonths"":15.14,""totalRevenue"":2915133952,""fetched_at"":""2025-10-20T15:33:28.513718+00:00""}",,,
63MOONS,63MOONS,BUY,Stocks,bollinger_rsi,0.785,800.0,786.0,1029.9,830.84,776.0,,2025-10-20,29.84,932.52,774.47,RSI oversold or price at/lower Bollinger band,0.54,Better,"{""yf_symbol"":""63MOONS.NS"",""trailingPE"":155.54369,""forwardPE"":null,""priceToBook"":1.0793698,""marketCap"":36911210496,""epsTrailingTwelveMonths"":5.15,""totalRevenue"":656542016,""fetched_at"":""2025-10-20T15:33:28.725249+00:00""}",,,
A2ZINFRA,A2ZINFRA,BUY,Stocks,bollinger_rsi,0.799,15.960000038146973,15.05,22.64,16.58,15.48,,2025-10-20,30.31,19.05,15.92,RSI oversold or price at/lower Bollinger band,0.56,Better,"{""yf_symbol"":""A2ZINFRA.NS"",""trailingPE"":28.818182,""forwardPE"":null,""priceToBook"":6.122055,""marketCap"":2791499776,""epsTrailingTwelveMonths"":0.55,""totalRevenue"":3441358080,""fetched_at"":""2025-10-20T15:33:28.932857+00:00""}",,,
AADHARHFC,AADHARHFC,SELL,Stocks,bollinger_rsi,0.785,519.0,491.0,547.8,498.99,534.57,,2025-10-20,53.39,534.36,498.42,RSI overbought or price at/above Bollinger upper band,0.62,Better,"{""yf_symbol"":""AADHARHFC.NS"",""trailingPE"":23.82885,""forwardPE"":16.539495,""priceToBook"":3.4779344,""marketCap"":222501388288,""epsTrailingTwelveMonths"":21.56,""totalRevenue"":19689799680,""fetched_at"":""2025-10-20T15:33:29.233986+00:00""}",TARGET_HIT,2025-10-20,0.0
AAREYDRUGS,AAREYDRUGS,SELL,Stocks,bollinger_rsi,0.78,86.13999938964844,57.5,89.78,82.83,88.72,,2025-10-20,64.92,89.39,75.76,RSI overbought or price at/above Bollinger upper band,0.54,Better,"{""yf_symbol"":""AAREYDRUGS.NS"",""trailingPE"":60.986393,""forwardPE"":null,""priceToBook"":1.8161744,""marketCap"":2541963520,""epsTrailingTwelveMonths"":1.47,""totalRevenue"":4492397056,""fetched_at"":""2025-10-20T15:33:29.433717+00:00""}",TARGET_HIT,2025-10-20,0.0
AARTECH,AARTECH,SELL,Stocks,bollinger_rsi,0.783,59.09999847412109,51.01,66.49,56.83,60.87,,2025-10-20,62.89,57.27,49.73,RSI overbought or price at/above Bollinger upper band,0.36,Bad,"{""yf_symbol"":""AARTECH.NS"",""trailingPE"":79.945946,""forwardPE"":null,""priceToBook"":6.14841,""marketCap"":1879535488,""epsTrailingTwelveMonths"":0.74,""totalRevenue"":340791008,""fetched_at"":""2025-10-20T15:33:29.636024+00:00""}",TARGET_HIT,2025-10-20,0.0
AARTISURF,AARTISURF,BUY,Stocks,bollinger_rsi,0.481,486.0,445.9,515.55,500.31,471.42,,2025-10-20,60.53,484.03,447.74,RSI oversold or price at/lower Bollinger band,0.74,Better,"{""yf_symbol"":""AARTISURF.NS"",""trailingPE"":26.600222,""forwardPE"":null,""priceToBook"":1.745519,""marketCap"":4063460864,""epsTrailingTwelveMonths"":18.06,""totalRevenue"":7315756032,""fetched_at"":""2025-10-20T15:33:29.827813+00:00""}",,,
AARVI,AARVI,BUY,Stocks,bollinger_rsi,0.799,118.0999984741211,96.99,137.9,122.7,114.56,,2025-10-20,41.55,126.86,117.95,RSI oversold or price at/lower Bollinger band,0.8400000000000001,Best,"{""yf_symbol"":""AARVI.NS"",""trailingPE"":15.122919,""forwardPE"":null,""priceToBook"":1.3958188,""marketCap"":1749291776,""epsTrailingTwelveMonths"":7.81,""totalRevenue"":5483573760,""fetched_at"":""2025-10-20T15:33:30.217530+00:00""}",,,
ABCOTS,ABCOTS,BUY,Stocks,bollinger_rsi,0.794,400.0,370.1,504.0,415.52,388.0,,2025-10-20,42.72,467.79,394.6,RSI oversold or price at/lower Bollinger band,0.36,Bad,"{""yf_symbol"":""ABCOTS.NS"",""trailingPE"":49.17883,""forwardPE"":null,""priceToBook"":6.13597,""marketCap"":6795984384,""epsTrailingTwelveMonths"":8.22,""totalRevenue"":2981761024,""fetched_at"":""2025-10-20T15:33:30.427675+00:00""}",,,
ABDL,ABDL,SELL,Stocks,bollinger_rsi,0.789,584.5,485.7,587.75,561.89,602.03,,2025-10-20,68.32,572.92,504.01,RSI overbought or price at/above Bollinger upper band,0.36,Bad,"{""yf_symbol"":""ABDL.NS"",""trailingPE"":65.86169,""forwardPE"":48.11619,""priceToBook"":10.531373,""marketCap"":162483634176,""epsTrailingTwelveMonths"":8.82,""totalRevenue"":36851097600,""fetched_at"":""2025-10-20T15:33:30.641440+00:00""}",TARGET_HIT,2025-10-20,0.0
ABINFRA,ABINFRA,SELL,Stocks,bollinger_rsi,0.486,18.63999938964844,17.8,22.5,18.09,19.2,,2025-10-20,40.89,20.4,18.26,RSI overbought or price at/above Bollinger upper band,0.36,Bad,"{""yf_symbol"":""ABINFRA.NS"",""trailingPE"":46.649998,""forwardPE"":null,""priceToBook"":8.127177,""marketCap"":11919809536,""epsTrailingTwelveMonths"":0.4,""totalRevenue"":2545816064,""fetched_at"":""2025-10-20T15:33:30.847723+00:00""}",TARGET_HIT,2025-10-20,0.0
ABSLAMC,ABSLAMC,SELL,Stocks,bollinger_rsi,0.791,863.25,771.05,908.0,829.81,889.15,,2025-10-20,61.38,877.45,766.96,RSI overbought or price at/above Bollinger upper band,0.56,Better,"{""yf_symbol"":""ABSLAMC.NS"",""trailingPE"":25.65625,""forwardPE"":24.850101,""priceToBook"":6.6729364,""marketCap"":248892997632,""epsTrailingTwelveMonths"":33.6,""totalRevenue"":20661399552,""fetched_at"":""2025-10-20T15:33:31.072077+00:00""}",TARGET_HIT,2025-10-20,0.0
ACCURACY,ACCURACY,BUY,Stocks,bollinger_rsi,0.782,6.610000133514404,6.35,7.88,6.86,6.41,,2025-10-20,37.16,7.43,6.36,RSI oversold or price at/lower Bollinger band,0.7,Better,"{""yf_symbol"":""ACCURACY.NS"",""trailingPE"":36.72222,""forwardPE"":null,""priceToBook"":0.8449444,""marketCap"":995201600,""epsTrailingTwelveMonths"":0.18,""totalRevenue"":9055710208,""fetched_at"":""2025-10-20T15:33:31.283883+00:00""}",,,
